,iati id,project,description_narrative,sector code,sector name,publisher,provider/buyer,year,default_currency,disbursment
44,XM-DAC-3-1-265858-32371,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2018,DKK,9000000
45,XM-DAC-3-1-265858-32372,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2018,DKK,1000000
46,XM-DAC-3-1-265858-32373,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2018,DKK,700000
47,XM-DAC-3-1-99181-31784,"Promotion of hygiene and sanitation in schools\, Niger",To contribute to the improvement of the level of health and general living conditions of school pupils and their families specifically in the Zinder region,14030,Basic drinking water supply and basic sanitation,"Ministry of Foreign Affairs\, Denmark","Ministry of Basic Education and Literacy,Ministry of Foreign Affairs\, Denmark",2018,DKK,-410265
48,XM-DAC-3-1-199679-25948,"Programme d'Appui au Secteur Eau\, Hygiène et Assanissement au Niger (PASEHA2)\, 2012-2016",Programme activities ended in June 2017.,14030,Basic drinking water supply and basic sanitation,"Ministry of Foreign Affairs\, Denmark","Ministry of Finance,Ministry of Foreign Affairs\, Denmark",2019,DKK,-468103
49,XM-DAC-3-1-199679-25952,"Programme d'Appui au Secteur Eau\, Hygiène et Assanissement au Niger (PASEHA2)\, 2012-2016",Programme activities ended in June 2017.,14030,Basic drinking water supply and basic sanitation,"Ministry of Foreign Affairs\, Denmark","Ministry of Finance,Ministry of Foreign Affairs\, Denmark",2019,DKK,-1285033
50,XM-DAC-3-1-265858-32370,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2019,DKK,24712486
51,XM-DAC-3-1-265858-32371,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2019,DKK,3723313
52,XM-DAC-3-1-265858-32372,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2019,DKK,670196
53,XM-DAC-3-1-265858-32373,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2019,DKK,593995
54,XM-DAC-3-1-265858-32374,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2019,DKK,45000000
55,XM-DAC-3-1-199679-25948,"Programme d'Appui au Secteur Eau\, Hygiène et Assanissement au Niger (PASEHA2)\, 2012-2016",Programme activities ended in June 2017.,14030,Basic drinking water supply and basic sanitation,"Ministry of Foreign Affairs\, Denmark","Ministry of Finance,Ministry of Foreign Affairs\, Denmark",2020,DKK,-1166820
56,XM-DAC-3-1-265858-32370,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2020,DKK,45469699
57,XM-DAC-3-1-265858-32371,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2020,DKK,3620657
58,XM-DAC-3-1-265858-32372,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2020,DKK,920443
59,XM-DAC-3-1-265858-32373,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2020,DKK,1020553
60,XM-DAC-3-1-265858-32370,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2021,DKK,112093951
61,XM-DAC-3-1-265858-32371,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2021,DKK,3656710
62,XM-DAC-3-1-265858-32372,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2021,DKK,2905077
63,XM-DAC-3-1-265858-32373,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2021,DKK,1685452
64,XM-DAC-3-1-265858-32374,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Luxembourg state treasury,Ministry of Foreign Affairs\, Denmark",2021,DKK,-44911792
65,XM-DAC-3-1-265858-35089,"Water and Sanitation Programme\, PASEHA 3",The Programme will contribute to ensure availability and sustainable management of water and sanitation for all in rural and semi-urban areas in line with the Niger Government's objective to ensure access to water and sanitation for all by 2030.,14020,Water supply and sanitation - large systems,"Ministry of Foreign Affairs\, Denmark","Ministry of Water Resources,Ministry of Foreign Affairs\, Denmark",2021,DKK,1500000
